 Wed May 02 11:22:57 PDT 2012  NRCS National Water and Climate Center - Provisional Data - subject to revision Montana (PST) SNOTEL Site BEAGLE SPRINGS
Site Id,Date,Time,WTEQ.I-1 (in) ,PREC.I-1 (in) ,TOBS.I-1 (degC) ,TMAX.D-1 (degC) ,TMIN.D-1 (degC) ,TAVG.D-1 (degC) ,SNWD.I-1 (in) ,
318,2011-02-13,,     8.0,     8.2,     0.0,     5.6,    -3.5,     1.0,      35,
318,2011-02-14,,     8.0,     8.2,     0.9,     5.8,    -2.6,    -0.2,      34,
318,2011-02-15,,     8.0,     8.2,    -1.6,     5.0,    -1.8,     0.5,      34,
318,2011-02-16,,     7.9,     8.2,    -2.1,     3.4,    -3.1,    -0.4,      34,
318,2011-02-17,,     8.1,     8.2,   -10.9,    -1.8,   -10.9,    -4.5,      35,
318,2011-02-18,,     8.1,     8.2,    -8.9,    -6.6,   -14.2,   -10.5,      35,
318,2011-02-19,,     8.2,     8.3,    -5.9,    -2.7,    -9.8,    -7.0,      36,
318,2011-02-20,,     8.4,     8.5,    -8.7,    -0.4,    -9.6,    -5.5,      38,
318,2011-02-21,,     8.4,     8.5,   -11.8,    -1.2,   -11.8,    -7.0,      38,
318,2011-02-22,,     8.4,     8.5,   -11.0,    -4.1,   -15.3,   -10.8,      37,
318,2011-02-23,,     8.5,     8.6,   -12.7,    -5.3,   -13.3,   -10.5,      38,
318,2011-02-24,,     8.6,     8.7,   -14.4,    -5.6,   -16.6,   -12.5,      38,
318,2011-02-25,,     8.6,     8.7,   -16.6,    -7.1,   -19.1,   -13.0,      37,
318,2011-02-26,,     8.6,     8.7,   -20.2,    -7.0,   -20.3,   -13.7,      37,
318,2011-02-27,,     8.6,     8.7,    -7.8,    -4.9,   -20.2,   -10.8,      37,
318,2011-02-28,,     8.6,     8.7,    -9.6,    -4.2,   -16.2,    -9.6,      37,
318,2011-03-01,,     8.7,     8.8,    -5.7,    -3.2,    -9.6,    -6.3,      37,
318,2011-03-02,,     8.7,     8.8,    -1.9,     2.1,    -7.4,    -3.4,      37,
318,2011-03-03,,     8.7,     8.8,    -3.2,     4.3,    -4.6,    -1.4,      36,
318,2011-03-04,,     8.7,     8.8,    -8.7,     3.6,    -9.9,    -3.7,      36,
318,2011-03-05,,     8.7,     8.8,    -4.4,     1.1,   -10.3,    -5.1,      36,
318,2011-03-06,,     8.7,     8.8,    -5.5,     0.9,    -6.6,    -3.5,      36,
318,2011-03-07,,     8.7,     8.8,    -9.1,     0.8,   -10.6,    -6.6,      36,
318,2011-03-08,,     8.8,     8.9,    -9.0,    -2.7,   -11.5,    -7.4,      37,
318,2011-03-09,,     8.8,     8.9,    -6.9,     0.4,   -14.3,    -7.2,      37,
318,2011-03-10,,     8.9,     9.0,    -1.4,     4.3,    -9.8,    -2.3,      37,
318,2011-03-11,,     9.2,     9.2,    -6.1,     5.6,    -6.1,     0.2,      39,
318,2011-03-12,,     9.3,     9.3,    -8.9,     0.1,   -10.2,    -5.8,      40,
318,2011-03-13,,     9.3,     9.3,    -5.2,     2.3,   -11.5,    -5.0,      39,
318,2011-03-14,,     9.3,     9.4,    -0.9,     7.7,    -6.9,    -1.0,      38,
318,2011-03-15,,     9.4,     9.4,    -4.2,     4.2,    -6.4,    -1.7,      39,
318,2011-03-16,,     9.6,     9.6,     0.1,     7.8,    -5.9,     0.3,      39,
318,2011-03-17,,    10.0,    10.0,    -8.2,     1.6,    -8.2,    -2.6,      45,
318,2011-03-18,,    10.0,    10.0,    -7.7,     0.0,   -11.5,    -6.6,      43,
318,2011-03-19,,    10.0,    10.0,    -4.9,     2.5,    -7.9,    -4.1,      42,
318,2011-03-20,,    10.3,    10.2,    -9.5,     2.0,   -10.8,    -4.8,      44,
318,2011-03-21,,    10.4,    10.3,    -3.1,     0.5,   -10.3,    -4.2,      45,
318,2011-03-22,,    10.6,    10.5,    -5.2,     1.7,    -5.2,    -2.3,      47,
318,2011-03-23,,    10.8,    10.6,   -10.5,     0.4,   -10.7,    -5.4,      48,
318,2011-03-24,,    10.8,    10.7,    -6.8,     3.4,   -11.4,    -5.0,      46,
318,2011-03-25,,    10.8,    10.7,    -4.2,     4.1,    -7.5,    -2.9,      44,
318,2011-03-26,,    10.9,    10.7,    -8.1,     3.6,    -8.3,    -3.6,      44,
318,2011-03-27,,    10.9,    10.7,    -5.3,     2.2,    -9.0,    -4.1,      43,
318,2011-03-28,,    11.2,    11.1,   -10.9,     1.6,   -11.0,    -4.8,      47,
318,2011-03-29,,    11.4,    11.2,    -9.8,    -1.1,   -12.0,    -7.3,      47,
318,2011-03-30,,    11.4,    11.3,    -4.1,     1.6,   -10.1,    -3.9,      47,
318,2011-03-31,,    11.5,    11.3,     1.8,     8.0,    -4.3,     1.1,      45,
318,2011-04-01,,    11.5,    11.3,     1.2,     8.9,     1.1,     3.2,      42,
318,2011-04-02,,    11.4,    11.3,     4.5,    11.9,    -0.6,     4.5,      41,
318,2011-04-03,,    11.5,    11.4,   -10.2,     8.2,   -10.2,     0.2,      42,
318,2011-04-04,,    11.6,    11.5,    -9.6,    -0.8,   -10.9,    -7.5,      42,
318,2011-04-05,,    11.7,    11.6,     0.6,     4.6,    -9.7,    -1.8,      42,
318,2011-04-06,,    11.9,    11.8,    -8.9,     1.7,    -9.1,    -2.4,      46,
318,2011-04-07,,    11.9,    11.9,    -6.2,     1.6,   -10.1,    -4.5,      45,
318,2011-04-08,,    12.2,    12.2,    -7.0,    -0.4,    -8.4,    -5.6,      51,
318,2011-04-09,,    12.8,    12.8,    -7.3,    -1.3,    -8.3,    -5.5,      57,
318,2011-04-10,,    12.9,    12.8,    -7.7,     3.2,   -10.0,    -5.3,      54,
318,2011-04-11,,    12.9,    12.9,    -2.4,     3.6,    -7.9,    -2.3,      50,
318,2011-04-12,,    13.0,    13.0,    -4.2,     5.8,    -4.6,    -0.1,      50,
318,2011-04-13,,    13.0,    13.0,    -3.9,     7.1,    -7.1,    -1.2,      48,
318,2011-04-14,,    13.4,    13.4,    -5.3,     4.7,    -5.7,    -1.5,      53,
318,2011-04-15,,    13.5,    13.5,    -8.3,     1.9,    -9.4,    -4.8,      50,
318,2011-04-16,,    13.5,    13.6,    -0.3,     4.6,    -8.4,    -1.6,      49,
318,2011-04-17,,    13.6,    13.7,     0.1,     9.1,    -0.9,     2.6,      49,
318,2011-04-18,,    13.7,    13.7,    -1.8,     7.0,    -2.0,     1.4,      47,
318,2011-04-19,,    13.7,    13.7,   -10.1,     6.4,   -10.1,    -1.2,      46,
318,2011-04-20,,    13.8,    13.8,   -11.7,     0.1,   -14.5,    -8.2,      47,
318,2011-04-21,,    13.7,    13.8,    -2.0,     4.1,   -12.7,    -3.8,      47,
318,2011-04-22,,    13.9,    14.1,   -11.9,     6.3,   -11.9,    -3.1,      51,
318,2011-04-23,,    14.1,    14.2,   -11.6,     0.6,   -13.0,    -7.3,      48,
318,2011-04-24,,    14.2,    14.2,    -6.5,     5.1,   -12.2,    -3.9,      47,
318,2011-04-25,,    14.2,    14.2,    -3.2,     7.5,    -7.9,    -0.4,      46,
318,2011-04-26,,    14.3,    14.3,    -7.0,     6.1,    -7.2,    -1.5,      47,
318,2011-04-27,,    14.4,    14.4,    -9.3,     1.1,    -9.3,    -5.5,      47,
318,2011-04-28,,    14.5,    14.6,    -0.6,     5.6,   -10.4,    -1.8,      47,
318,2011-04-29,,    14.5,    14.6,   -12.6,     7.0,   -12.6,    -1.0,      48,
318,2011-04-30,,    14.7,    14.8,    -7.7,    -1.7,   -13.5,    -7.7,      50,
318,2011-05-01,,    14.8,    14.9,    -7.2,     3.0,    -8.5,    -4.1,      47,
318,2011-05-02,,    14.7,    14.9,    -5.9,     3.9,   -10.0,    -3.2,      47,
318,2011-05-03,,    14.7,    14.9,    -0.9,    10.4,    -6.2,     2.4,      46,
318,2011-05-04,,    14.6,    14.9,    -5.4,     7.4,    -5.9,    -0.9,      45,
318,2011-05-05,,    14.4,    15.0,    -0.9,     5.4,    -7.1,    -1.0,      44,
318,2011-05-06,,    13.9,    15.0,     2.1,    12.0,    -1.2,     5.6,      42,
318,2011-05-07,,    13.7,    15.0,     2.8,     9.9,     1.0,     4.5,      41,
318,2011-05-08,,    13.1,    15.1,    -0.4,    11.5,    -0.4,     5.3,      39,
318,2011-05-09,,    13.0,    15.1,    -0.4,     8.1,    -1.2,     2.0,      38,
318,2011-05-10,,    13.9,    15.7,    -2.4,     2.2,    -2.5,    -0.5,      46,
318,2011-05-11,,    14.3,    16.2,    -2.7,     6.2,    -2.7,     0.1,      47,
318,2011-05-12,,    14.0,    16.3,     1.5,    12.7,    -3.2,     3.9,      42,
318,2011-05-13,,    13.4,    16.3,     3.4,    16.3,     1.2,     7.6,      39,
318,2011-05-14,,    12.7,    16.3,     4.3,    16.2,     2.1,     7.5,      37,
318,2011-05-15,,    12.6,    16.6,     0.4,    11.0,     0.4,     3.8,      38,
318,2011-05-16,,    11.9,    16.8,     0.0,    11.1,     0.0,     4.6,      35,
318,2011-05-17,,    11.4,    16.8,    -5.0,     5.7,    -5.0,    -0.1,      35,
318,2011-05-18,,    10.9,    16.8,    -2.5,     7.2,    -6.9,     0.2,      33,
318,2011-05-19,,    10.6,    16.8,     0.3,     8.1,    -3.3,     1.8,      32,
318,2011-05-20,,    10.2,    16.8,     0.5,     8.9,    -1.5,     2.8,      30,
318,2011-05-21,,    10.4,    17.0,     2.2,     5.3,     0.2,     2.0,      32,
318,2011-05-22,,    10.1,    17.1,     3.4,    11.3,     1.7,     4.6,      30,
318,2011-05-23,,     9.3,    17.2,     0.3,    13.0,     0.1,     5.0,      29,
318,2011-05-24,,     9.5,    17.9,     1.6,     8.6,    -0.4,     2.4,      29,
318,2011-05-25,,     9.6,    18.2,     0.7,     4.2,     0.6,     1.8,      30,
318,2011-05-26,,     8.8,    18.3,     2.2,     9.5,     0.1,     4.4,      27,
318,2011-05-27,,     8.9,    18.5,    -4.1,     3.9,    -4.4,    -0.4,      27,
318,2011-05-28,,     8.8,    18.5,    -2.7,     6.2,    -4.3,     0.6,      27,
318,2011-05-29,,     8.4,    18.7,    -1.8,     7.5,    -4.7,     0.1,      25,
318,2011-05-30,,     9.3,    19.4,    -2.5,     0.7,    -2.8,    -1.4,      33,
318,2011-05-31,,     9.6,    19.7,    -2.3,     7.3,    -2.6,     0.6,      30,
318,2011-06-01,,     9.3,    19.9,     4.8,    10.8,    -2.8,     4.2,      27,
318,2011-06-02,,     8.7,    19.9,     3.5,    13.8,     3.2,     7.7,      26,
318,2011-06-03,,     8.8,    20.1,    -3.2,     7.2,    -3.8,     0.7,      25,
318,2011-06-04,,     8.4,    20.2,    -1.3,     8.9,    -5.0,     1.0,      25,
318,2011-06-05,,     7.3,    20.3,     6.8,    15.0,    -2.3,     7.3,      21,
318,2011-06-06,,     5.7,    20.5,     7.4,    18.0,     5.3,    11.3,      17,
318,2011-06-07,,     5.0,    20.9,     1.5,    15.5,     1.5,     7.3,      15,
318,2011-06-08,,     4.5,    21.3,     2.5,     9.1,     1.5,     4.1,      13,
318,2011-06-09,,     4.2,    21.5,     0.5,     9.6,     0.4,     3.6,      12,
318,2011-06-10,,     4.4,    21.7,    -1.0,     4.2,    -1.8,     1.1,      14,
318,2011-06-11,,     3.6,    22.1,     2.9,    12.0,    -2.0,     5.1,      10,
318,2011-06-12,,     2.8,    22.1,     2.5,    12.2,     0.5,     5.4,       6,
318,2011-06-13,,     1.4,    22.2,     3.2,    11.2,     2.0,     5.9,       4,
318,2011-06-14,,     0.7,    22.3,     2.6,    12.8,     2.2,     6.1,       1,
318,2011-06-15,,     0.0,    22.3,     4.4,    13.4,     1.0,     7.2,       0,
318,2011-06-16,,     0.0,    22.3,     1.0,    14.9,     0.9,     7.7,       0,
318,2011-06-17,,     0.0,    22.3,     1.0,     6.2,    -0.9,     1.5,       0,
318,2011-06-18,,     0.0,    22.3,     2.5,     8.4,     0.6,     4.3,       0,
318,2011-06-19,,     0.0,    22.4,     2.2,     9.6,     1.7,     4.7,       0,
318,2011-06-20,,     0.0,    22.4,     1.7,    10.0,     1.5,     4.3,       0,
318,2011-06-21,,     0.0,    22.4,     5.0,    13.5,     0.5,     6.9,       0,
318,2011-06-22,,     0.0,    22.4,     8.1,    17.9,     3.3,    10.3,       0,
318,2011-06-23,,     0.0,    22.4,     7.9,    20.3,     5.9,    12.4,       0,
318,2011-06-24,,     0.0,    22.5,     7.7,    19.4,     5.3,    11.9,       0,
318,2011-06-25,,     0.0,    22.6,     4.2,    17.0,     4.0,    10.4,       0,
318,2011-06-26,,     0.0,    22.7,     5.9,    15.4,     2.9,     9.5,       0,
318,2011-06-27,,     0.0,    22.7,     4.0,    13.2,     3.0,     7.4,       0,
318,2011-06-28,,     0.0,    22.7,    10.9,    18.1,     3.1,    11.4,       0,
318,2011-06-29,,     0.0,    22.7,    12.8,    22.2,    10.5,    16.2,       0,
318,2011-06-30,,     0.0,    22.7,     6.0,    19.3,     5.9,    14.3,       0,
318,2011-07-01,,     0.0,    22.7,     4.3,    16.6,     4.3,     9.8,       0,
318,2011-07-02,,     0.0,    22.7,     9.0,    17.4,     2.2,    10.2,       0,
318,2011-07-03,,     0.0,    22.7,    11.9,    20.8,     6.4,    14.3,       0,
318,2011-07-04,,     0.0,    22.7,    10.4,    24.4,    10.3,    17.4,       0,
318,2011-07-05,,     0.0,    22.7,     9.7,    23.6,     9.5,    14.8,       0,
318,2011-07-06,,     0.0,    22.9,     9.9,    23.4,     7.8,    15.0,       0,
318,2011-07-07,,     0.0,    23.0,    10.7,    23.0,     8.3,    14.9,       0,
318,2011-07-08,,     0.0,    23.0,     9.2,    20.4,     9.0,    13.9,       0,
318,2011-07-09,,     0.0,    23.0,     7.1,    19.2,     6.1,    12.6,       0,
318,2011-07-10,,     0.0,    23.0,     9.6,    19.5,     6.5,    13.1,       0,
318,2011-07-11,,     0.0,    23.0,    10.4,    20.5,     7.2,    14.2,       0,
318,2011-07-12,,     0.0,    23.0,    11.9,    21.0,     9.0,    14.9,       0,
318,2011-07-13,,     0.0,    23.1,    10.1,    20.9,     9.3,    14.1,       0,
318,2011-07-14,,     0.0,    23.1,     7.9,    20.3,     7.9,    14.3,       0,
318,2011-07-15,,     0.0,    23.2,     7.5,    15.0,     5.8,     8.9,       0,
318,2011-07-16,,     0.0,    23.3,    10.9,    18.0,     5.7,    11.8,       0,
318,2011-07-17,,     0.0,    23.3,    11.0,    19.9,     7.2,    13.9,       0,
318,2011-07-18,,     0.0,    23.3,    13.9,    22.1,    10.0,    16.3,       0,
318,2011-07-19,,     0.0,    23.3,    15.8,    23.7,    12.6,    18.2,       0,
318,2011-07-20,,     0.0,    23.3,     6.8,    22.1,     6.8,    16.0,       0,
318,2011-07-21,,     0.0,    23.3,     7.2,    18.1,     3.6,    11.1,       0,
318,2011-07-22,,     0.0,    23.3,     9.1,    20.9,     6.7,    12.9,       0,
318,2011-07-23,,     0.0,    23.3,     5.0,    19.1,     5.0,    12.2,       0,
318,2011-07-24,,     0.0,    23.3,    10.1,    20.0,     3.0,    12.3,       0,
318,2011-07-25,,     0.0,    23.3,    14.6,    24.9,     8.4,    16.9,       0,
318,2011-07-26,,     0.0,    23.3,    13.4,    25.8,    12.4,    18.7,       0,
318,2011-07-27,,     0.0,    23.3,     6.9,    22.6,     6.9,    15.1,       0,
318,2011-07-28,,     0.0,    23.3,     6.6,    19.7,     4.5,    11.9,       0,
318,2011-07-29,,     0.0,    23.3,    11.8,    21.4,     5.3,    13.6,       0,
318,2011-07-30,,     0.0,    23.3,    12.9,    23.7,     8.5,    15.8,       0,
318,2011-07-31,,     0.0,    23.3,    12.9,    24.4,     9.0,    15.7,       0,
318,2011-08-01,,     0.0,    23.3,    10.4,    19.9,    10.0,    14.0,       0,
318,2011-08-02,,     0.0,    23.3,     7.0,    19.4,     7.0,    11.5,       0,
318,2011-08-03,,     0.0,    23.6,    10.3,    20.0,     7.2,    13.6,       0,
318,2011-08-04,,     0.0,    23.7,    12.0,    21.3,     7.5,    13.9,       0,
318,2011-08-05,,     0.0,    23.9,     6.2,    20.7,     6.2,    12.9,       0,
318,2011-08-06,,     0.0,    23.9,     7.8,    16.9,     5.1,    10.9,       0,
318,2011-08-07,,     0.0,    23.9,    10.9,    19.4,     7.3,    13.1,       0,
318,2011-08-08,,     0.0,    24.0,     8.9,    19.4,     8.5,    12.4,       0,
318,2011-08-09,,     0.0,    24.4,     5.0,    19.3,     5.0,    11.1,       0,
318,2011-08-10,,     0.0,    24.8,     8.1,    18.8,     4.9,    10.3,       0,
318,2011-08-11,,     0.0,    24.8,    10.2,    19.8,     5.9,    12.7,       0,
318,2011-08-12,,     0.0,    24.8,     7.3,    19.0,     7.1,    12.4,       0,
318,2011-08-13,,     0.0,    24.8,    10.9,    20.1,     4.5,    12.3,       0,
318,2011-08-14,,     0.0,    24.8,    14.3,    22.3,     9.3,    15.9,       0,
318,2011-08-15,,     0.0,    24.8,    14.4,    22.0,     9.5,    15.6,       0,
318,2011-08-16,,     0.0,    24.9,     4.3,    19.8,     4.3,    12.9,       0,
318,2011-08-17,,     0.0,    24.9,     8.6,    18.7,     2.8,    10.5,       0,
318,2011-08-18,,     0.0,    24.9,    12.2,    21.9,     7.4,    14.4,       0,
318,2011-08-19,,     0.0,    24.9,     7.8,    21.1,     7.8,    14.0,       0,
318,2011-08-20,,     0.0,    24.9,     7.9,    20.5,     5.7,    12.7,       0,
318,2011-08-21,,     0.0,    24.9,    12.6,    23.2,     6.5,    14.4,       0,
318,2011-08-22,,     0.0,    25.0,    11.1,    22.2,     9.2,    14.0,       0,
318,2011-08-23,,     0.0,    25.0,    12.5,    24.7,    10.5,    16.7,       0,
318,2011-08-24,,     0.0,    25.0,    12.8,    22.9,    11.8,    16.5,       0,
318,2011-08-25,,     0.0,    25.0,    16.6,    25.9,    12.3,    18.0,       0,
318,2011-08-26,,     0.0,    25.2,    11.8,    23.8,    10.5,    14.7,       0,
318,2011-08-27,,     0.0,    25.3,    13.3,    24.6,    10.9,    16.7,       0,
318,2011-08-28,,     0.0,    25.3,    14.7,    24.0,    12.3,    17.5,       0,
318,2011-08-29,,     0.0,    25.3,    12.3,    23.0,    10.4,    15.9,       0,
318,2011-08-30,,     0.0,    25.3,     8.1,    21.2,     8.0,    14.2,       0,
318,2011-08-31,,     0.0,    25.3,    11.1,    21.3,     6.6,    13.8,       0,
318,2011-09-01,,     0.0,    25.3,     5.4,    20.3,     4.3,    13.8,       0,
318,2011-09-02,,     0.0,    25.3,     4.6,    14.8,     1.7,     7.6,       0,
318,2011-09-03,,     0.0,    25.3,     2.9,    18.1,     2.9,     9.8,       0,
318,2011-09-04,,     0.0,    25.4,     4.6,    16.6,    -0.5,     7.4,       0,
318,2011-09-05,,     0.0,    25.4,    10.9,    20.7,     4.2,    12.5,       0,
318,2011-09-06,,     0.0,    25.4,     9.1,    21.6,     8.7,    13.9,       0,
318,2011-09-07,,     0.0,    25.4,     7.5,    20.2,     7.2,    12.5,       0,
318,2011-09-08,,     0.0,    25.4,     9.0,    19.8,     6.4,    11.8,       0,
318,2011-09-09,,     0.0,    25.5,     7.6,    18.9,     6.6,    10.9,       0,
318,2011-09-10,,     0.0,    25.5,     8.9,    19.3,     6.5,    11.9,       0,
318,2011-09-11,,     0.0,    25.5,     9.1,    20.3,     6.0,    12.4,       0,
318,2011-09-12,,     0.0,    25.5,     8.5,    20.8,     7.8,    13.0,       0,
318,2011-09-13,,     0.0,    25.5,     8.3,    19.1,     7.3,    11.5,       0,
318,2011-09-14,,     0.0,    25.5,     9.5,    20.0,     7.7,    12.6,       0,
318,2011-09-15,,     0.0,    25.7,     5.6,    13.8,     5.2,     8.3,       0,
318,2011-09-16,,     0.0,    25.7,     8.6,    17.5,     4.7,    11.0,       0,
318,2011-09-17,,     0.0,    25.9,     4.7,    11.2,     4.1,     6.8,       0,
318,2011-09-18,,     0.0,    25.9,     5.0,    11.3,     1.0,     5.7,       0,
318,2011-09-19,,     0.0,    25.9,     7.6,    12.2,     3.3,     7.0,       0,
318,2011-09-20,,     0.0,    25.9,     1.7,    15.7,     1.7,     8.5,       0,
318,2011-09-21,,     0.0,    25.9,     4.5,    13.7,     1.3,     6.6,       0,
318,2011-09-22,,     0.0,    25.9,     6.9,    17.8,     3.3,     9.5,       0,
318,2011-09-23,,     0.0,    25.9,     9.1,    19.9,     6.1,    11.8,       0,
318,2011-09-24,,     0.0,    25.9,    10.5,    21.3,     7.4,    13.4,       0,
318,2011-09-25,,     0.0,    25.9,    12.2,    22.0,     8.5,    14.0,       0,
318,2011-09-26,,     0.0,    25.9,     8.4,    19.8,     8.2,    13.8,       0,
318,2011-09-27,,     0.0,    25.9,    10.3,    17.4,     4.0,    10.8,       0,
318,2011-09-28,,     0.0,    25.9,    11.6,    19.1,     7.6,    13.0,       0,
318,2011-09-29,,     0.0,    25.9,     6.1,    19.9,     5.4,    12.2,       0,
318,2011-09-30,,     0.0,    25.9,     9.7,    20.1,     2.8,    10.9,       0,
318,2011-09-30,23:59,-99.9,    25.9,-99.9,-99.9,-99.9,-99.9,-99.9,
318,2011-10-01,,     0.0,     0.0,    11.9,    21.1,     9.1,    14.3,       0,
318,2011-10-02,,     0.0,     0.1,     9.4,    19.0,     8.0,    13.1,       0,
318,2011-10-03,,     0.0,     0.1,     9.6,    15.8,     7.8,    10.9,       0,
318,2011-10-04,,     0.0,     0.1,     7.9,    16.5,     6.9,    11.3,       0,
318,2011-10-05,,     0.0,     1.1,     4.1,     8.4,     2.4,     6.3,       0,
318,2011-10-06,,     0.0,     1.6,     1.2,     6.4,     1.0,     3.3,       0,
318,2011-10-07,,     1.1,     2.6,     0.4,     1.5,    -1.1,     0.6,       7,
318,2011-10-08,,     0.9,     2.6,    -1.0,     3.7,    -1.2,     0.2,       6,
318,2011-10-09,,     0.8,     2.6,    -3.2,     7.4,    -3.8,    -0.7,       5,
318,2011-10-10,,     0.8,     2.6,    -0.8,     8.6,    -4.1,     0.7,       4,
318,2011-10-11,,     0.8,     2.7,     0.9,     8.6,    -1.9,     2.1,       3,
318,2011-10-12,,     0.9,     2.9,    -1.9,     5.0,    -2.3,     1.5,       4,
318,2011-10-13,,     0.9,     2.9,     3.5,     8.5,    -3.0,     2.6,       4,
318,2011-10-14,,     0.9,     2.9,     2.8,    10.0,     1.3,     5.2,       3,
318,2011-10-15,,     0.7,     2.9,     8.0,    11.9,     2.0,     7.2,       2,
318,2011-10-16,,     0.3,     2.9,     4.0,    10.7,     3.4,     8.0,       1,
318,2011-10-17,,     0.2,     3.3,    -2.6,     7.1,    -2.6,     2.9,       1,
318,2011-10-18,,     0.0,     3.3,     0.2,     6.9,    -4.9,     0.7,       0,
318,2011-10-19,,     0.0,     3.3,     2.7,    11.3,    -1.9,     3.5,       0,
318,2011-10-20,,     0.0,     3.3,     0.7,    10.5,     0.5,     4.9,       0,
318,2011-10-21,,     0.0,     3.3,     2.8,     9.4,     0.7,     4.1,       0,
318,2011-10-22,,     0.0,     3.3,     1.6,     8.2,     1.2,     4.2,       0,
318,2011-10-23,,     0.0,     3.3,     3.4,     9.1,    -0.4,     4.1,       0,
318,2011-10-24,,     0.0,     3.3,     6.0,    11.2,     2.7,     5.7,       0,
318,2011-10-25,,     0.0,     3.3,    -7.8,     7.2,    -7.8,     2.2,       0,
