 Wed May 02 11:22:45 PDT 2012  NRCS National Water and Climate Center - Provisional Data - subject to revision Montana (PST) SNOTEL Site BEAGLE SPRINGS
Site Id,Date,Time,WTEQ.I-1 (in) ,PREC.I-1 (in) ,TOBS.I-1 (degC) ,TMAX.D-1 (degC) ,TMIN.D-1 (degC) ,TAVG.D-1 (degC) ,SNWD.I-1 (in) ,
318,2010-01-27,,     6.7,     7.5,    -7.2,     0.0,    -9.2,    -5.7,      29,
318,2010-01-28,,     6.7,     7.5,    -9.6,    -2.7,   -11.1,    -6.5,      29,
318,2010-01-29,,     6.7,     7.6,    -4.0,     1.4,    -9.6,    -5.3,      29,
318,2010-01-30,,     6.7,     7.6,    -3.9,     3.3,    -4.5,    -2.1,      29,
318,2010-01-31,,     6.7,     7.6,    -6.6,    -0.8,    -8.7,    -5.1,      28,
318,2010-02-01,,     6.8,     7.6,    -7.8,    -3.7,    -9.3,    -6.8,      29,
318,2010-02-02,,     6.9,     7.6,    -7.5,    -1.0,    -9.5,    -6.8,      30,
318,2010-02-03,,     6.9,     7.7,    -9.8,    -1.0,   -10.0,    -6.2,      30,
318,2010-02-04,,     6.9,     7.7,    -8.9,    -0.5,   -10.7,    -6.6,      29,
318,2010-02-05,,     6.9,     7.7,    -7.7,    -0.4,    -9.4,    -6.5,      28,
318,2010-02-06,,     7.0,     7.8,    -7.2,     1.1,    -7.8,    -5.0,      30,
318,2010-02-07,,     7.0,     7.8,    -9.9,     0.9,   -10.5,    -7.0,      29,
318,2010-02-08,,     7.0,     7.8,   -12.0,    -2.9,   -12.4,    -9.1,      29,
318,2010-02-09,,     7.0,     7.8,   -11.9,    -1.8,   -13.3,    -9.8,      29,
318,2010-02-10,,     7.0,     7.8,   -12.4,    -3.1,   -13.0,   -10.2,      29,
318,2010-02-11,,     7.0,     7.8,    -8.1,    -4.7,   -14.8,   -10.1,      29,
318,2010-02-12,,     7.1,     7.9,    -3.0,    -1.2,    -9.4,    -4.9,      30,
318,2010-02-13,,     7.1,     7.9,    -5.6,     1.0,    -6.3,    -2.7,      30,
318,2010-02-14,,     7.1,     7.9,    -9.0,    -1.6,    -9.7,    -6.2,      30,
318,2010-02-15,,     7.2,     8.0,    -3.4,     2.1,    -9.6,    -3.5,      31,
318,2010-02-16,,     7.2,     8.0,    -7.2,     0.5,    -7.4,    -3.3,      30,
318,2010-02-17,,     7.2,     8.0,    -4.0,     2.8,    -7.6,    -2.7,      30,
318,2010-02-18,,     7.2,     8.0,    -7.0,     0.7,    -8.0,    -4.6,      30,
318,2010-02-19,,     7.2,     8.0,   -12.6,    -5.6,   -14.1,    -9.9,      30,
318,2010-02-20,,     7.2,     8.0,   -13.6,    -7.6,   -15.4,   -11.9,      30,
318,2010-02-21,,     7.4,     8.2,   -15.5,   -10.1,   -15.7,   -13.7,      33,
318,2010-02-22,,     7.4,     8.2,   -15.9,    -8.0,   -17.6,   -14.3,      32,
318,2010-02-23,,     7.4,     8.2,    -6.5,    -1.0,   -16.2,    -8.5,      32,
318,2010-02-24,,     7.5,     8.2,    -3.1,     5.8,    -6.2,    -1.9,      31,
318,2010-02-25,,     7.5,     8.2,    -6.1,    -0.4,    -7.1,    -3.7,      31,
318,2010-02-26,,     7.5,     8.2,    -8.7,     0.5,    -9.0,    -5.4,      31,
318,2010-02-27,,     7.5,     8.2,    -1.7,     0.0,   -10.2,    -4.8,      31,
318,2010-02-28,,     7.5,     8.2,    -7.6,     2.7,    -7.6,    -3.2,      31,
318,2010-03-01,,     7.5,     8.2,    -6.7,     0.9,    -8.3,    -3.3,      31,
318,2010-03-02,,     7.5,     8.2,    -2.2,     5.8,    -7.8,    -2.4,      31,
318,2010-03-03,,     7.6,     8.2,    -2.4,     5.1,    -4.6,    -1.1,      31,
318,2010-03-04,,     7.6,     8.3,    -5.4,     6.2,    -6.4,    -1.6,      31,
318,2010-03-05,,     7.8,     8.5,    -3.6,    -0.4,    -5.8,    -3.1,      33,
318,2010-03-06,,     7.8,     8.5,    -3.3,     2.5,    -3.9,    -2.3,      33,
318,2010-03-07,,     7.8,     8.5,    -3.0,     4.3,    -7.3,    -2.6,      33,
318,2010-03-08,,     7.8,     8.5,    -5.0,     6.8,    -7.0,    -1.6,      33,
318,2010-03-09,,     7.8,     8.5,    -3.6,     3.2,    -7.6,    -3.5,      32,
318,2010-03-10,,     8.1,     8.6,    -7.0,     1.4,    -7.0,    -3.4,      35,
318,2010-03-11,,     8.1,     8.6,   -13.2,    -4.5,   -13.7,    -8.9,      35,
318,2010-03-12,,     8.0,     8.6,    -6.0,     3.0,   -13.9,    -6.5,      34,
318,2010-03-13,,     8.0,     8.6,    -1.6,     5.3,    -7.5,    -0.8,      33,
318,2010-03-14,,     8.2,     8.8,    -6.5,    -0.2,    -6.5,    -3.3,      36,
318,2010-03-15,,     8.2,     8.9,    -6.2,     0.9,    -6.9,    -4.9,      36,
318,2010-03-16,,     8.3,     8.9,    -0.1,     8.6,    -6.6,    -0.1,      34,
318,2010-03-17,,     8.3,     8.9,     2.6,     9.4,    -1.4,     2.7,      33,
318,2010-03-18,,     8.3,     8.9,    -1.6,    10.2,    -1.7,     3.5,      32,
318,2010-03-19,,     8.3,     9.0,    -7.5,     0.0,    -7.8,    -4.6,      31,
318,2010-03-20,,     8.5,     9.1,   -10.2,    -2.5,   -11.3,    -8.4,      33,
318,2010-03-21,,     8.5,     9.1,    -0.4,     6.7,   -11.2,    -2.3,      33,
318,2010-03-22,,     8.6,     9.1,    -1.6,     8.5,    -1.8,     1.7,      33,
318,2010-03-23,,     8.6,     9.1,    -7.9,     2.0,    -8.0,    -4.2,      33,
318,2010-03-24,,     8.6,     9.1,    -7.4,     1.7,   -11.1,    -5.7,      33,
318,2010-03-25,,     8.6,     9.1,    -2.9,     4.5,    -8.6,    -2.4,      33,
318,2010-03-26,,     8.7,     9.2,    -6.1,     5.3,    -6.2,    -1.8,      35,
318,2010-03-27,,     8.7,     9.3,    -9.0,     1.5,   -10.2,    -5.8,      35,
318,2010-03-28,,     8.8,     9.4,    -5.4,     5.9,   -10.9,    -3.7,      34,
318,2010-03-29,,     8.8,     9.4,     0.9,     9.5,    -7.9,     0.3,      34,
318,2010-03-30,,     9.3,     9.9,     0.2,     5.3,    -0.8,     1.4,      38,
318,2010-03-31,,     9.8,    10.4,   -11.8,     2.2,   -11.8,    -3.9,      43,
318,2010-04-01,,     9.8,    10.4,    -8.9,    -0.4,   -12.9,    -7.8,      41,
318,2010-04-02,,     9.8,    10.4,   -12.0,     0.9,   -12.0,    -7.1,      40,
318,2010-04-03,,     9.9,    10.5,    -5.6,    -0.2,   -13.8,    -6.6,      40,
318,2010-04-04,,    10.1,    10.7,   -13.0,    -1.6,   -13.4,    -8.1,      43,
318,2010-04-05,,    10.2,    10.8,    -6.9,     0.8,   -14.1,    -6.7,      41,
318,2010-04-06,,    10.7,    11.2,    -8.9,     4.3,    -8.9,    -4.1,      48,
318,2010-04-07,,    10.7,    11.3,    -8.7,    -0.9,   -10.4,    -7.0,      46,
318,2010-04-08,,    10.8,    11.3,    -3.2,     5.7,   -11.7,    -3.2,      44,
318,2010-04-09,,    10.8,    11.3,   -13.2,     4.6,   -13.5,    -2.6,      43,
318,2010-04-10,,    10.8,    11.3,    -9.2,     1.5,   -15.5,    -7.9,      42,
318,2010-04-11,,    10.8,    11.3,     0.0,     5.0,   -10.7,    -1.8,      41,
318,2010-04-12,,    10.7,    11.4,     2.7,     7.9,    -1.5,     2.8,      41,
318,2010-04-13,,    10.7,    11.4,    -2.5,     8.9,    -2.5,     2.7,      39,
318,2010-04-14,,    11.2,    11.8,    -4.0,     0.0,    -4.4,    -2.5,      45,
318,2010-04-15,,    11.2,    11.8,    -3.2,     8.3,    -6.1,     0.3,      41,
318,2010-04-16,,    11.1,    11.8,    -0.3,     8.8,    -4.0,     2.0,      40,
318,2010-04-17,,    10.8,    11.8,     4.8,    13.0,    -1.1,     5.2,      39,
318,2010-04-18,,    10.6,    11.8,     1.5,    11.1,     1.4,     4.6,      37,
318,2010-04-19,,    10.1,    11.8,     2.6,    14.0,    -0.3,     5.5,      36,
318,2010-04-20,,     9.6,    11.8,     4.4,    16.2,     0.1,     7.3,      33,
318,2010-04-21,,     9.4,    11.8,     5.6,    15.6,     2.7,     8.4,      30,
318,2010-04-22,,     9.3,    12.3,     2.1,    13.1,     1.6,     4.4,      28,
318,2010-04-23,,     9.9,    13.3,    -0.6,     7.6,    -0.6,     2.6,      31,
318,2010-04-24,,     9.7,    13.4,    -1.4,     6.7,    -5.4,    -0.1,      29,
318,2010-04-25,,     9.5,    13.4,    -4.2,     8.5,    -4.2,     2.0,      28,
318,2010-04-26,,     9.3,    13.5,    -6.1,     3.2,    -7.2,    -2.6,      28,
318,2010-04-27,,     8.9,    13.5,     2.3,     9.9,    -6.3,     2.4,      26,
318,2010-04-28,,     9.0,    13.6,    -0.6,     9.1,    -0.6,     3.4,      27,
318,2010-04-29,,     8.9,    13.8,    -7.1,     1.1,    -7.1,    -3.6,      27,
318,2010-04-30,,     9.3,    14.1,    -5.6,    -4.0,    -7.4,    -5.7,      32,
318,2010-05-01,,     9.5,    14.3,    -5.0,     2.4,    -5.8,    -3.0,      31,
318,2010-05-02,,     9.7,    14.5,    -7.0,     3.7,    -7.8,    -3.3,      32,
318,2010-05-03,,     9.7,    14.5,    -1.7,     4.0,    -8.5,    -2.2,      31,
318,2010-05-04,,    10.0,    14.8,    -8.5,     5.9,    -8.6,     0.6,      32,
318,2010-05-05,,    10.1,    14.9,   -11.8,    -0.5,   -12.0,    -7.2,      32,
318,2010-05-06,,    10.6,    15.4,    -8.8,    -0.4,   -12.8,    -6.2,      42,
318,2010-05-07,,    10.6,    15.5,   -11.4,    -0.8,   -11.7,    -7.0,      39,
318,2010-05-08,,    10.4,    15.5,    -4.7,     5.8,   -12.5,    -3.7,      34,
318,2010-05-09,,    10.4,    15.6,    -4.2,     9.7,    -6.4,     0.7,      31,
318,2010-05-10,,    10.3,    15.6,    -2.9,     8.5,    -4.4,     1.2,      30,
318,2010-05-11,,    10.6,    15.8,    -1.0,     7.9,    -5.1,     0.4,      31,
318,2010-05-12,,    11.2,    16.2,    -2.7,    -0.8,    -2.7,    -1.6,      37,
318,2010-05-13,,    11.5,    16.6,    -5.2,     4.3,    -5.2,    -1.3,      37,
318,2010-05-14,,    11.3,    16.6,    -1.8,     9.0,    -6.6,     1.2,      33,
318,2010-05-15,,    11.1,    16.6,     2.0,    12.4,    -2.3,     4.3,      31,
318,2010-05-16,,    10.5,    16.7,     2.3,    14.9,     0.4,     6.0,      30,
318,2010-05-17,,     9.8,    16.7,     5.5,    15.8,     1.4,     7.8,      27,
318,2010-05-18,,     9.1,    16.9,     2.8,    16.4,     2.8,     8.5,      25,
318,2010-05-19,,     8.3,    17.0,     2.7,    11.3,     1.7,     5.2,      23,
318,2010-05-20,,     7.3,    17.0,     3.8,    12.6,     1.7,     5.4,      20,
318,2010-05-21,,     7.0,    17.1,    -4.2,     7.2,    -4.2,     1.9,      18,
318,2010-05-22,,     6.6,    17.1,    -1.6,     6.4,    -5.3,     0.5,      19,
318,2010-05-23,,     6.9,    17.5,    -6.2,     3.6,    -6.9,    -2.4,      22,
318,2010-05-24,,     7.0,    17.7,    -2.3,     3.6,    -6.6,    -1.8,      23,
318,2010-05-25,,     7.2,    17.9,    -4.3,     4.2,    -4.6,    -0.5,      22,
318,2010-05-26,,     7.0,    17.9,    -0.6,     8.3,    -5.2,     2.0,      20,
318,2010-05-27,,     6.5,    17.9,     2.1,    11.8,    -0.5,     4.9,      18,
318,2010-05-28,,     6.9,    18.5,     0.8,     4.4,     0.7,     2.4,      20,
318,2010-05-29,,     7.3,    19.1,    -0.4,     6.6,    -0.4,     1.9,      22,
318,2010-05-30,,     7.2,    19.2,    -1.2,     7.1,    -1.5,     1.6,      20,
318,2010-05-31,,     6.9,    19.2,     2.3,     9.0,    -1.3,     3.2,      19,
318,2010-06-01,,     6.4,    19.2,     3.2,    11.7,     1.4,     5.4,      19,
318,2010-06-02,,     5.7,    19.3,     3.1,    14.1,     1.4,     5.5,      16,
318,2010-06-03,,     4.9,    19.3,     6.1,    11.1,     2.4,     6.3,      12,
318,2010-06-04,,     3.3,    19.3,     3.6,    12.6,     3.6,     7.2,       8,
318,2010-06-05,,     2.5,    19.5,     3.3,    10.5,     3.1,     5.8,       6,
318,2010-06-06,,     1.0,    19.5,     4.6,    12.1,     1.9,     6.7,       2,
318,2010-06-07,,     0.0,    19.9,     4.0,    10.9,     3.3,     6.6,       0,
318,2010-06-08,,     0.0,    20.0,     0.5,    11.9,    -0.2,     5.5,       0,
318,2010-06-09,,     0.0,    20.0,     7.0,    13.8,    -0.9,     6.9,       0,
318,2010-06-10,,     0.0,    20.0,     3.0,    14.4,     2.9,     8.7,       0,
318,2010-06-11,,     0.0,    20.3,    -0.3,    11.3,    -0.5,     3.2,       0,
318,2010-06-12,,     0.0,    20.5,     0.3,     6.4,    -0.7,     1.7,       0,
318,2010-06-13,,     0.0,    20.5,     0.7,     8.4,    -0.7,     2.9,       0,
318,2010-06-14,,     0.0,    20.5,     4.6,    13.2,     0.1,     6.3,       0,
318,2010-06-15,,     0.0,    20.5,     7.7,    17.4,     4.6,    10.8,       0,
318,2010-06-16,,     0.0,    20.5,     4.5,    14.2,     4.4,     9.5,       0,
318,2010-06-17,,     0.0,    21.1,    -1.4,    11.1,    -1.7,     3.7,       0,
318,2010-06-18,,     0.0,    21.1,    -1.4,     6.0,    -2.4,     0.5,       0,
318,2010-06-19,,     0.0,    21.1,     5.8,    12.8,    -2.7,     5.5,       0,
318,2010-06-20,,     0.0,    21.1,     3.0,    15.4,     2.5,     8.0,       0,
318,2010-06-21,,     0.0,    21.3,     2.5,    11.0,     1.8,     5.6,       0,
318,2010-06-22,,     0.0,    21.3,     2.6,    14.3,     1.0,     7.1,       0,
318,2010-06-23,,     0.0,    21.3,     3.9,    14.1,     2.0,     6.5,       0,
318,2010-06-24,,     0.0,    21.3,     9.9,    16.7,     3.7,    10.5,       0,
318,2010-06-25,,     0.0,    21.3,    10.1,    18.8,     8.7,    12.7,       0,
318,2010-06-26,,     0.0,    21.3,     6.5,    18.0,     5.7,    11.2,       0,
318,2010-06-27,,     0.0,    21.3,     6.1,    16.4,     4.3,     9.8,       0,
318,2010-06-28,,     0.0,    21.3,     9.1,    19.9,     5.2,    12.4,       0,
318,2010-06-29,,     0.0,    21.3,    14.0,    22.7,     7.7,    15.5,       0,
318,2010-06-30,,     0.0,    21.7,    12.3,    22.0,     7.8,    14.7,       0,
318,2010-07-01,,     0.0,    21.8,    10.0,    19.9,     9.2,    13.2,       0,
318,2010-07-02,,     0.0,    21.8,    12.2,    20.1,     8.6,    14.4,       0,
318,2010-07-03,,     0.0,    21.8,     3.1,    18.5,     3.0,    12.3,       0,
318,2010-07-04,,     0.0,    21.8,     2.8,    12.8,     0.7,     6.1,       0,
318,2010-07-05,,     0.0,    21.8,     5.1,    15.9,     0.6,     8.9,       0,
318,2010-07-06,,     0.0,    21.9,     2.1,    15.1,     1.7,     8.1,       0,
318,2010-07-07,,     0.0,    21.9,     2.3,    12.7,     1.0,     5.9,       0,
318,2010-07-08,,     0.0,    21.9,     5.4,    15.9,     1.5,     8.6,       0,
318,2010-07-09,,     0.0,    21.9,    10.0,    19.9,     4.2,    12.1,       0,
318,2010-07-10,,     0.0,    21.9,    10.4,    21.6,     8.4,    13.8,       0,
318,2010-07-11,,     0.0,    21.9,     6.1,    19.3,     6.0,    12.2,       0,
318,2010-07-12,,     0.0,    21.9,    10.3,    19.4,     6.0,    12.9,       0,
318,2010-07-13,,     0.0,    21.9,    10.8,    22.2,     9.6,    14.9,       0,
318,2010-07-14,,     0.0,    21.9,     2.5,    18.5,     2.0,    11.4,       0,
318,2010-07-15,,     0.0,    21.9,     7.4,    17.6,     0.6,     9.8,       0,
318,2010-07-16,,     0.0,    21.9,    11.5,    21.4,     6.5,    14.2,       0,
318,2010-07-17,,     0.0,    21.9,    15.6,    24.7,    10.4,    18.1,       0,
318,2010-07-18,,     0.0,    21.9,    12.5,    24.6,    11.3,    17.6,       0,
318,2010-07-19,,     0.0,    21.9,    10.2,    24.0,    10.2,    17.0,       0,
318,2010-07-20,,     0.0,    21.9,     8.6,    20.1,     8.6,    13.6,       0,
318,2010-07-21,,     0.0,    21.9,     9.6,    21.6,     5.1,    13.5,       0,
318,2010-07-22,,     0.0,    22.1,     6.9,    20.4,     6.5,    13.0,       0,
318,2010-07-23,,     0.0,    22.1,     9.9,    20.2,     5.8,    13.2,       0,
318,2010-07-24,,     0.0,    22.1,     8.1,    18.9,     8.1,    12.6,       0,
318,2010-07-25,,     0.0,    22.1,    11.8,    23.7,     7.0,    15.0,       0,
318,2010-07-26,,     0.0,    22.1,    14.5,    24.4,    10.7,    17.5,       0,
318,2010-07-27,,     0.0,    22.1,    11.4,    20.0,    10.9,    14.4,       0,
318,2010-07-28,,     0.0,    22.1,    11.2,    20.6,     8.0,    14.2,       0,
318,2010-07-29,,     0.0,    22.3,     8.7,    22.1,     8.6,    13.3,       0,
318,2010-07-30,,     0.0,    22.3,    11.5,    22.3,     8.7,    15.4,       0,
318,2010-07-31,,     0.0,    22.6,     9.6,    24.2,     8.1,    14.5,       0,
318,2010-08-01,,     0.0,    22.6,    10.4,    23.0,     9.1,    15.2,       0,
318,2010-08-02,,     0.0,    22.6,     9.1,    21.3,     8.1,    14.3,       0,
318,2010-08-03,,     0.0,    22.6,    10.3,    20.9,     7.7,    14.1,       0,
318,2010-08-04,,     0.0,    22.6,     8.4,    21.7,     7.5,    13.9,       0,
318,2010-08-05,,     0.0,    22.6,     8.8,    22.5,     6.2,    13.6,       0,
318,2010-08-06,,     0.0,    22.8,    11.1,    24.1,     7.7,    13.4,       0,
318,2010-08-07,,     0.0,    22.8,     7.9,    21.2,     7.4,    13.9,       0,
318,2010-08-08,,     0.0,    23.1,     8.8,    18.9,     6.3,    10.7,       0,
318,2010-08-09,,     0.0,    23.5,     9.3,    20.4,     4.0,    11.2,       0,
318,2010-08-10,,     0.0,    23.5,     6.5,    16.4,     6.2,    10.0,       0,
318,2010-08-11,,     0.0,    23.6,    10.4,    17.4,     4.6,    10.9,       0,
318,2010-08-12,,     0.0,    23.8,     5.1,    17.7,     5.0,    10.6,       0,
318,2010-08-13,,     0.0,    23.8,     6.9,    14.3,     4.5,     8.9,       0,
318,2010-08-14,,     0.0,    23.9,     2.4,    15.1,     2.4,     7.2,       0,
318,2010-08-15,,     0.0,    23.9,     4.6,    14.0,     1.9,     7.2,       0,
318,2010-08-16,,     0.0,    23.9,     7.5,    19.1,     3.5,    10.9,       0,
318,2010-08-17,,     0.0,    23.9,    10.1,    22.6,     6.5,    12.6,       0,
318,2010-08-18,,     0.0,    23.9,    12.4,    22.6,     8.4,    14.8,       0,
318,2010-08-19,,     0.0,    23.9,     8.3,    23.3,     8.3,    15.8,       0,
318,2010-08-20,,     0.0,    23.9,     9.2,    19.2,     7.5,    12.6,       0,
318,2010-08-21,,     0.0,    23.9,    14.5,    21.6,     7.5,    14.6,       0,
318,2010-08-22,,     0.0,    23.9,    12.0,    22.1,    11.7,    16.0,       0,
318,2010-08-23,,     0.0,    24.0,     3.0,    12.9,     3.0,     8.2,       0,
318,2010-08-24,,     0.0,    24.0,     3.9,    14.2,     0.5,     6.6,       0,
318,2010-08-25,,     0.0,    24.0,    11.0,    20.4,     3.5,    11.8,       0,
318,2010-08-26,,     0.0,    24.0,    14.5,    23.7,     9.1,    16.2,       0,
318,2010-08-27,,     0.0,    24.0,    14.7,    25.1,    12.4,    18.5,       0,
318,2010-08-28,,     0.0,    24.0,     6.7,    20.3,     6.7,    14.4,       0,
318,2010-08-29,,     0.0,    24.1,     5.2,    14.7,     5.0,     9.4,       0,
318,2010-08-30,,     0.0,    24.1,     2.4,    12.0,     1.3,     6.3,       0,
318,2010-08-31,,     0.0,    24.2,    -0.7,     8.6,    -0.7,     2.4,       0,
318,2010-09-01,,     0.0,    24.2,     5.6,    10.8,    -0.9,     4.8,       0,
318,2010-09-02,,     0.0,    24.2,     2.9,    12.9,     2.4,     7.0,       0,
318,2010-09-03,,     0.0,    24.2,     5.7,    16.1,    -0.4,     7.2,       0,
318,2010-09-04,,     0.0,    24.2,    10.3,    20.7,     5.2,    12.8,       0,
318,2010-09-05,,     0.0,    24.2,     8.6,    22.0,     8.6,    14.3,       0,
318,2010-09-06,,     0.0,    24.3,    -2.5,    11.9,    -2.5,     5.5,       0,
318,2010-09-07,,     0.0,    24.3,     2.1,    10.6,    -4.9,     3.0,       0,
318,2010-09-08,,     0.0,    24.3,    11.6,    16.3,     0.8,     9.5,       0,
318,2010-09-09,,     0.0,    24.9,     3.5,    14.0,     2.9,     8.5,       0,
318,2010-09-10,,     0.0,    25.2,     0.8,     6.1,     0.8,     2.9,       0,
318,2010-09-11,,     0.0,    25.2,     2.7,     8.5,    -0.8,     3.2,       0,
318,2010-09-12,,     0.0,    25.2,     5.0,    12.9,     1.0,     7.2,       0,
318,2010-09-13,,     0.0,    25.2,     7.7,    16.6,     3.3,     9.9,       0,
318,2010-09-14,,     0.0,    25.2,     7.1,    18.2,     6.8,    11.1,       0,
318,2010-09-15,,     0.0,    25.2,     4.6,    17.9,     4.1,     8.9,       0,
318,2010-09-16,,     0.0,    25.2,     9.3,    16.0,     2.9,     9.3,       0,
318,2010-09-17,,     0.0,    25.2,     7.4,    18.4,     6.8,    11.7,       0,
318,2010-09-18,,     0.0,    25.2,     9.9,    18.9,     6.4,    11.9,       0,
318,2010-09-19,,     0.0,    25.2,    11.3,    19.1,     8.5,    12.9,       0,
318,2010-09-20,,     0.0,    25.2,     6.5,    18.8,     6.5,    12.6,       0,
318,2010-09-21,,     0.0,    25.2,     3.0,    12.4,     2.4,     6.4,       0,
318,2010-09-22,,     0.0,    25.2,     3.1,    14.0,     1.6,     7.3,       0,
318,2010-09-23,,     0.0,    25.2,     1.8,    13.9,     1.8,     6.3,       0,
318,2010-09-24,,     0.0,    25.2,     5.8,    14.0,     1.7,     7.4,       0,
318,2010-09-25,,     0.0,    25.2,     9.9,    15.6,     4.3,     9.0,       0,
318,2010-09-26,,     0.0,    25.2,    10.4,    20.3,     6.2,    12.7,       0,
318,2010-09-27,,     0.0,    25.2,    10.0,    20.7,    10.0,    14.2,       0,
318,2010-09-28,,     0.0,    25.2,    11.4,    22.0,     8.8,    14.0,       0,
318,2010-09-29,,     0.0,    25.2,    10.2,    22.9,     9.6,    14.9,       0,
318,2010-09-30,,     0.0,    25.2,     9.3,    20.9,     7.2,    12.7,       0,
318,2010-09-30,23:59,-99.9,    25.2,-99.9,-99.9,-99.9,-99.9,-99.9,
318,2010-10-01,,     0.0,     0.0,     7.2,    20.8,     7.2,    12.8,       0,
318,2010-10-02,,     0.0,     0.0,    11.1,    20.7,     6.5,    12.9,       0,
318,2010-10-03,,     0.0,     0.0,    12.6,    22.2,    10.4,    14.8,       0,
318,2010-10-04,,     0.0,     0.0,    10.9,    21.4,    10.9,    14.7,       0,
318,2010-10-05,,     0.0,     0.2,     4.8,    11.8,     4.8,     7.9,       0,
318,2010-10-06,,     0.0,     0.3,     4.1,     8.0,     4.1,     5.9,       0,
318,2010-10-07,,     0.0,     0.4,     5.3,    12.1,     2.6,     6.8,       0,
318,2010-10-08,,     0.0,     0.5,     2.0,     9.9,     1.3,     4.4,       0,
318,2010-10-09,,     0.0,     0.6,     2.2,     8.2,     1.0,     3.4,       0,
318,2010-10-10,,     0.0,     0.6,     5.2,    10.5,     1.0,     5.1,       0,
318,2010-10-11,,     0.0,     0.6,     6.3,    11.9,     5.3,     7.6,       0,
318,2010-10-12,,     0.0,     0.7,    -2.2,     9.2,    -2.4,     4.3,       0,
318,2010-10-13,,     0.0,     0.7,     1.2,     8.9,    -2.6,     2.1,       0,
318,2010-10-14,,     0.0,     0.7,     5.6,    14.1,     0.7,     6.3,       0,
318,2010-10-15,,     0.0,     0.7,     7.1,    16.9,     5.2,     9.2,       0,
318,2010-10-16,,     0.0,     0.7,     4.5,    11.1,     2.9,     7.2,       0,
318,2010-10-17,,     0.0,     0.8,     4.1,     9.3,     1.3,     5.7,       0,
318,2010-10-18,,     0.0,     0.8,    -0.1,     8.5,    -0.4,     4.4,       0,
318,2010-10-19,,     0.0,     0.8,     1.2,    10.0,    -0.4,     3.4,       0,
318,2010-10-20,,     0.0,     0.8,     3.4,    11.6,     0.6,     4.8,       0,
318,2010-10-21,,     0.0,     0.8,     4.7,    14.0,     2.4,     6.4,       0,
318,2010-10-22,,     0.0,     0.8,     3.8,    15.6,     2.9,     7.2,       0,
318,2010-10-23,,     0.0,     0.8,     3.9,    11.4,     2.5,     5.8,       0,
318,2010-10-24,,     0.0,     0.8,     0.1,     5.9,    -1.1,     2.4,       0,
318,2010-10-25,,     0.5,     1.4,    -4.2,     2.4,    -4.3,     0.5,       3,
